полночь
одна минута первого
две минуты первого
три минуты первого
четыре минуты первого
пять минут первого
шесть минут первого
семь минут первого
восемь минут первого
девять минут первого
десять минут первого
одиннадцать минут первого
двенадцать минут первого
тринадцать минут первого
четырнадцать минут первого
четверть первого
шестнадцать минут первого
семнадцать минут первого
восемнадцать минут первого
девятнадцать минут первого
двадцать минут первого
двадцать одна минута первого
двадцать две минуты первого
двадцать три минуты первого
двадцать четыре минуты первого
двадцать пять минут первого
двадцать шесть минут первого
двадцать семь минут первого
двадцать восемь минут первого
двадцать девять минут первого
полпервого ночи
двенадцать тридцать одна
двенадцать тридцать две
двенадцать тридцать три
двенадцать тридцать четыре
без двадцати пяти час
без двадцати четырех минут час
без двадцати трех минут час
без двадцати двух минут час
без двадцати одной минуты час
без двадцати час
без девятнадцати минут час
без восемнадцати минут час
без семнадцати минут час
без шестнадцати минут час
без четверти час
без четырнадцати минут час
без тринадцати минут час
без двенадцати минут час
без одиннадцати минут час
без десяти час
без девяти минут час
без восьми минут час
без семи минут час
без шести минут час
без пяти час
без четырех час
без трех час
без двух час
без одной час
ровно час ночи
одна минута второго
две минуты второго
три минуты второго
четыре минуты второго
пять минут второго
шесть минут второго
семь минут второго
восемь минут второго
девять минут второго
десять минут второго
одиннадцать минут второго
двенадцать минут второго
тринадцать минут второго
четырнадцать минут второго
четверть второго
шестнадцать минут второго
семнадцать минут второго
восемнадцать минут второго
девятнадцать минут второго
двадцать минут второго
двадцать одна минута второго
двадцать две минуты второго
двадцать три минуты второго
двадцать четыре минуты второго
двадцать пять минут второго
двадцать шесть минут второго
двадцать семь минут второго
двадцать восемь минут второго
двадцать девять минут второго
полвторого ночи
один тридцать одна
один тридцать две
один тридцать три
один тридцать четыре
без двадцати пяти два
без двадцати четырех минут два
без двадцати трех минут два
без двадцати двух минут два
без двадцати одной минуты два
без двадцати два
без девятнадцати минут два
без восемнадцати минут два
без семнадцати минут два
без шестнадцати минут два
без четверти два
без четырнадцати минут два
без тринадцати минут два
без двенадцати минут два
без одиннадцати минут два
без десяти два
без девяти минут два
без восьми минут два
без семи минут два
без шести минут два
без пяти два
без четырех два
без трех два
без двух два
без одной два
ровно два часа ночи
одна минута третьего
две минуты третьего
три минуты третьего
четыре минуты третьего
пять минут третьего
шесть минут третьего
семь минут третьего
восемь минут третьего
девять минут третьего
десять минут третьего
одиннадцать минут третьего
двенадцать минут третьего
тринадцать минут третьего
четырнадцать минут третьего
четверть третьего
шестнадцать минут третьего
семнадцать минут третьего
восемнадцать минут третьего
девятнадцать минут третьего
двадцать минут третьего
двадцать одна минута третьего
двадцать две минуты третьего
двадцать три минуты третьего
двадцать четыре минуты третьего
двадцать пять минут третьего
двадцать шесть минут третьего
двадцать семь минут третьего
двадцать восемь минут третьего
двадцать девять минут третьего
полтретьего ночи
два тридцать одна
два тридцать две
два тридцать три
два тридцать четыре
без двадцати пяти три
без двадцати четырех минут три
без двадцати трех минут три
без двадцати двух минут три
без двадцати одной минуты три
без двадцати три
без девятнадцати минут три
без восемнадцати минут три
без семнадцати минут три
без шестнадцати минут три
без четверти три
без четырнадцати минут три
без тринадцати минут три
без двенадцати минут три
без одиннадцати минут три
без десяти три
без девяти минут три
без восьми минут три
без семи минут три
без шести минут три
без пяти три
без четырех три
без трех три
без двух три
без одной три
ровно три часа ночи
одна минута четвертого
две минуты четвертого
три минуты четвертого
четыре минуты четвертого
пять минут четвертого
шесть минут четвертого
семь минут четвертого
восемь минут четвертого
девять минут четвертого
десять минут четвертого
одиннадцать минут четвертого
двенадцать минут четвертого
тринадцать минут четвертого
четырнадцать минут четвертого
пятнадцать минут четвертого
шестнадцать минут четвертого
семнадцать минут четвертого
восемнадцать минут четвертого
девятнадцать минут четвертого
двадцать минут четвертого
двадцать одна минута четвертого
двадцать две минуты четвертого
двадцать три минуты четвертого
двадцать четыре минуты четвертого
двадцать пять минут четвертого
двадцать шесть минут четвертого
двадцать семь минут четвертого
двадцать восемь минут четвертого
двадцать девять минут четвертого
полчетвертого ночи
три тридцать одна
три тридцать две
три тридцать три
три тридцать четыре
без двадцати пяти четыре
без двадцати четырех минут четыре
без двадцати трех минут четыре
без двадцати двух минут четыре
без двадцати одной минуты четыре
без двадцати четыре
без девятнадцати минут четыре
